Transaction Time (CET),Transaction Category,Transaction Type,Asset Id,Asset Name,Asset Currency,Transaction Currency,Currency Pair,Exchange Rate,Transaction Amount,Trade Amount,Trade Price,Trade Quantity,Cash Balance Amount,Profit And Loss Amount,Profit And Loss Currency,Transaction Description
2025-03-19 08:46:52.568000,deposits,Sepa Deposit,,,,EUR,,,250.0,,,,277.02,,,
2025-03-19 09:11:32.452000,trades,Buy Trade,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,-260.84,260.84,32.605,8.0,16.18,,,Order Partial Id: 5eda88eb-3055-407d-959f-c015780aade7 - 1
2025-03-19 09:11:32.453000,fees,Trading Fee,GB00BP6MXD84,Shell,,EUR,,,-1.99,,,,14.19,,,Order Id: 5eda88eb-3055-407d-959f-c015780aade7
2025-03-19 09:11:32.620000,trades,Buy Trade,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,-11.41,11.41175,32.605,0.35,2.78,,,Order Partial Id: 5eda88eb-3055-407d-959f-c015780aade7 - 2
2025-03-21 13:21:01.016000,deposits,Sepa Deposit,,,,EUR,,,250.0,,,,252.78,,,
2025-03-21 13:21:23.659000,fees,Trading Fee,IE000YYE6WK5,VanEck Defense,,EUR,,,-1.99,,,,4.22,,,Order Id: c2c99183-a477-49c9-9e26-a650f889d604
2025-03-21 13:21:23.659000,trades,Buy Trade,IE000YYE6WK5,VanEck Defense,EUR,EUR,EUREUR,1.0,-246.57,246.57,41.095,6.0,6.21,,,Order Partial Id: c2c99183-a477-49c9-9e26-a650f889d604 - 1
2025-03-25 14:16:48.429000,dividends,Cash Dividend,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,11.68,,,,15.9,,,
2025-03-26 13:38:58.071000,dividends,Cash Dividend,US30303M1027,Meta Platforms,USD,EUR,EURUSD,1.08191,0.67,,,,16.57,,,
2025-04-01 10:23:17.569000,fees,Subscription Fee,,,,EUR,,,-2.99,,,,13.58,,,Period: 2025-03
2025-04-02 13:31:56.191000,dividends,Cash Dividend,IE00B3XXRP09,Vanguard S&P 500,USD,EUR,EURUSD,1.08299,1.91,,,,15.49,,,
2025-04-07 08:16:24.826000,interest,Interest Payment,,,,EUR,,,0.03,,,,15.52,,,Period: 2025 M3
2025-04-08 09:35:21.975000,deposits,Sepa Deposit,,,,EUR,,,300.0,,,,315.52,,,
2025-04-08 09:35:58.522000,trades,Buy Trade,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,-283.0,283.0,28.3,10.0,32.52,,,Order Partial Id: e43f9e8e-b54c-4a2a-b682-98eb898a65ca - 1
2025-04-08 09:35:58.523000,fees,Trading Fee,GB00BP6MXD84,Shell,,EUR,,,-1.99,,,,30.53,,,Order Id: e43f9e8e-b54c-4a2a-b682-98eb898a65ca
2025-04-08 09:35:58.687000,trades,Buy Trade,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,-27.45,27.451,28.3,0.97,3.08,,,Order Partial Id: e43f9e8e-b54c-4a2a-b682-98eb898a65ca - 2
2025-04-08 10:59:56.513000,fees,Trading Fee,NL0011794037,Ahold,,EUR,,,-1.99,,,,1.09,,,Order Id: 90a553c0-0f41-402f-b9aa-5f7b5ff51ac7
2025-04-08 10:59:56.536000,trades,Sell Trade,NL0011794037,Ahold,EUR,EUR,EUREUR,1.0,131.56,131.56,32.89,4.0,132.65,16.68,EUR,Order Partial Id: 90a553c0-0f41-402f-b9aa-5f7b5ff51ac7 - 1
2025-04-08 11:00:09.972000,trades,Buy Trade,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,-114.3,114.3,28.575,4.0,18.35,,,Order Partial Id: e4e6fd0e-9de9-4327-8cb4-f09dc4436820 - 1
2025-04-08 11:00:09.973000,fees,Trading Fee,GB00BP6MXD84,Shell,,EUR,,,-1.99,,,,16.36,,,Order Id: e4e6fd0e-9de9-4327-8cb4-f09dc4436820
2025-04-08 11:00:10.015000,trades,Buy Trade,GB00BP6MXD84,Shell,EUR,EUR,EUREUR,1.0,-14.86,14.859,28.575,0.52,1.5,,,Order Partial Id: e4e6fd0e-9de9-4327-8cb4-f09dc4436820 - 2
